Sample;Tilt angle to optical axis;Image;Particle number;Fläche;Weighed X-Position Central Point;Weighed Y-Position Central Point;Perimeter;Elipse fit Major axis;Elipse fit Minor axis;Elipse angle;Feret caliper;FeretX;FeretY;Feret angle;Min Feret;Area [nm2];Radius [nm];;;;
1;na;10;49;141;648,309;1250,961;52,527;15,02;11,953;62,823;17,493;641;1254;30,964;12,532;3,1725;1,004907018;;;;
1;na;10;50;134;737,791;1279,478;43,456;15,127;11,278;34,044;16,643;731;1285;32,735;12,08;3,015;0,97964499;;;;
1;na;10;51;22137;690,095;1391,844;611,11;213,445;132,051;13,183;222,428;587;1432;14,848;141,549;498,0825;12,59144884;;;;
1;na;10;52;124;61,75;1329,54;65,497;20,891;7,558;149,728;24,166;49;1323;155,556;10,298;2,79;0,942382397;;;;
1;na;10;53;494;956,779;1357,13;87,154;32,635;19,273;45,916;32,65;947;1370;49,97;19,799;11,115;1,880961027;;;;
1;na;10;54;563;1417,262;1366,9;101,882;34,89;20,546;58,287;37,363;1406;1384;74,476;23,232;12,6675;2,008031495;;;;
1;na;10;55;231;91,258;1361,4;62,426;19,886;14,79;132,535;22,023;82;1355;140,528;16,263;5,1975;1,286240892;;;;
1;na;10;56;65;1038,977;1391,823;34,627;10,458;7,914;129,871;13,601;1035;1387;126,027;8,949;1,4625;0,682296276;;;;
1;na;10;57;2433;413,22;1419,18;227,681;98,03;31,601;10,064;95,708;364;1428;10,84;32,447;54,7425;4,174335749;;;;
1;na;10;58;62;65,645;1473,968;32,385;12,119;6,514;175,835;13,153;59;1474;8,746;7;1,395;0,666364983;;;;
1;na;10;59;294;61,235;1496,997;67,598;22,828;16,398;16,598;24,698;49;1501;21,371;17,442;6,615;1,451075428;;;;
1;na;10;60;58;1988,19;1578,655;31,213;10,617;6,956;120,128;12,207;1985;1574;124,992;8;1,305;0,644510979;;;;
1;na;10;61;13516;1948,339;1730,907;681,252;148,802;115,651;82,21;173,442;1927;1630;102,995;136,009;304,11;9,838761075;;;;
1;na;10;62;56;1903,786;1649,393;33,456;12,017;5,934;178,184;12,369;1898;1648;165,964;7;1,26;0,633301237;;;;
1;na;10;63;129;1829,864;1731,702;44,627;15,735;10,439;32,646;17,804;1823;1737;38,157;11,805;2,9025;0,96119428;;;;
1;na;10;64;337;67,39;1789,272;75,598;25,755;16,66;97,222;26,926;66;1802;74,932;17,553;7,5825;1,553571599;;;;
1;na;10;65;203;1847,919;1784,8;57,113;17,162;15,061;0,662;19,209;1844;1794;51,34;16,915;4,5675;1,205769632;;;;
1;na;10;66;67;1983,037;1896,978;33,213;10,203;8,361;123,853;11,402;1980;1892;142,125;9,173;1,5075;0,692713616;;;;
1;na;10;67;269;1475,322;1972,27;69,355;26,191;13,077;175,565;26,476;1463;1971;169,114;13,826;6,0525;1,388009577;;;;
1;na;10;68;104;1345,538;1971,288;39,213;14,095;9,395;11,774;14,422;1339;1974;33,69;10;2,34;0,863044109;;;;
1;na;10;69;53;1633,991;1974,915;33,213;10,609;6,361;165,134;13,416;1628;1970;153,435;8,061;1,1925;0,616104325;;;;
1;na;10;70;59;1208,975;1980,398;34,627;11,461;6,555;141,075;13,601;1204;1974;126,027;8,485;1,3275;0,650043363;;;;
1;na;10;71;64;1300,938;1993,016;34,87;10,555;7,72;168,006;12,083;1295;1990;155,556;9;1,44;0,6770275;;;;
1;na;10;72;85;1246,288;1995,712;33,213;11,344;9,54;161,72;12,53;1241;1992;151,39;10;1,9125;0,780235642;;;;
1;na;10;73;274;1008,372;2030,347;72,669;27,892;12,508;20,721;28,792;994;2034;20,323;13,529;6,165;1,400849902;;;;
1;na;11;1;17120;448,582;119,021;530,659;194,077;112,315;59,905;198,6;386;202;53,188;116,308;385,2;11,07307402;;;;
1;na;11;2;765;2023,206;110,134;125,539;38,818;25,092;81,877;42,379;2021;130;70,71;31,657;17,2125;2,340706927;;;;
1;na;11;3;417;1354,483;126,404;79,255;30,169;17,599;18,968;30,364;1340;131;17,241;18,346;9,3825;1,728161598;;;;
1;na;11;4;302;2020,894;163,152;72,527;30,47;12,619;4,801;30,594;2005;166;11,31;13;6,795;1,470685444;;;;
1;na;11;5;146;1854,075;181,041;58,284;23,916;7,773;1,403;24,187;1843;180;172,875;10;3,285;1,022569301;;;;
1;na;11;6;670;1805,597;187,828;105,74;42,287;20,173;13,986;43,174;1786;192;13,392;22;15,075;2,190552792;;;;
1;na;11;7;4060;1661,62;241,233;241,179;76,89;67,23;51,168;80,777;1649;281;68,199;68,005;91,35;5,392365724;;;;
1;na;11;8;88;1535,193;235,352;33,213;11,355;9,868;14,175;12,53;1530;239;28,61;10;1,98;0,793885114;;;;
1;na;11;9;64;1807,875;248,375;29,213;10,368;7,859;142,681;11,402;1803;245;142,125;8,485;1,44;0,6770275;;;;
1;na;11;10;360;124,803;286,728;75,598;28,173;16,27;95,342;28,862;120;274;104,036;17;8,1;1,605711705;;;;
1;na;11;11;3830;765,64;462,67;246,693;85,98;56,717;48,416;90,427;737;495;51,736;60,189;86,175;5,237399588;;;;
1;na;11;12;1614;1825,728;442,353;184,953;80,366;25,571;10,306;77,621;1789;453;14,931;26,984;36,315;3,399915222;;;;
1;na;11;13;467;1499,072;482,072;79,255;27,396;21,704;26,967;28,302;1487;489;32,005;22,627;10,5075;1,828836004;;;;
1;na;11;14;6552;1708,615;607,26;314,149;100,311;83,164;69,336;106,174;1685;654;60,054;85,151;147,42;6,850200247;;;;
1;na;11;15;2552;1293,386;664,395;195,037;66,842;48,611;140,852;68,425;1277;637;116,94;48,79;57,42;4,275202178;;;;
1;na;11;16;1460;1389,371;683,532;146,024;48,962;37,967;13,443;50,804;1364;684;10,204;38,849;32,85;3,233648058;;;;
1;na;11;17;186;403,129;683,151;49,941;17,911;13,222;45,585;18,439;396;689;40,601;13,435;4,185;1,154178008;;;;
1;na;11;18;321;1573,101;689,743;66,184;23,186;17,627;62,399;23,854;1567;700;56,976;18,34;7,2225;1,516243105;;;;
1;na;11;19;196;1433,709;705,01;52,77;18,949;13,17;42,779;19,849;1428;713;49,086;13,435;4,41;1,184798125;;;;
1;na;11;20;507;1496,476;710,47;86,569;30,671;21,047;36,468;32,249;1483;718;29,745;21,92;11,4075;1,905549796;;;;
1;na;11;21;103;172,684;782,937;38,627;14,315;9,161;81,258;14,56;171;790;74,055;9,763;2,3175;0,858884836;;;;
1;na;11;22;150;417,687;818,487;63,255;19,406;9,842;8,645;22,136;408;823;18,435;11;3,375;1,036482448;;;;
1;na;11;23;423;180,717;862,573;84,184;34,128;15,781;91,04;34,366;178;879;81,634;16;9,5175;1,740550011;;;;
1;na;11;24;1356;1395,711;886,305;142,51;48,789;35,388;40,518;50,774;1375;898;32,125;36,062;30,51;3,116349568;;;;
1;na;11;25;148;1768,973;874,703;50,87;17,755;10,614;80,874;19,313;1766;884;68,749;11;3,33;1,029549378;;;;
1;na;11;26;98;1985,551;875,163;36,87;12,403;10,06;177,98;13,601;1979;877;17,103;11;2,205;0,837778789;;;;
1;na;11;27;171;1656,026;886,418;51,113;16,829;12,938;51,341;18,868;1652;895;57,995;14,142;3,8475;1,106660421;;;;
1;na;11;28;57;1777,57;895,026;27,799;9,185;7,901;141,87;10,296;1773;892;150,945;8,856;1,2825;0,638930692;;;;
1;na;11;29;270;1744,963;926,874;61,598;19,549;17,585;56,642;21,095;1736;932;31,43;18;6,075;1,390587127;;;;
1;na;11;30;263;1774,504;929,169;68,083;21,72;15,417;144,69;23,601;1763;923;143,616;17,45;5,9175;1,372442622;;;;
1;na;11;31;696;2028,047;943,249;101,154;34,956;25,351;62,325;36,249;2022;961;65,556;26,712;15,66;2,232651522;;;;
1;na;11;32;91;1374,06;944,082;38,284;12,806;9,047;96,327;14,318;1371;938;102,095;10;2,0475;0,807303841;;;;
1;na;11;33;680;1463,188;954,616;102,811;35,67;24,273;49,836;37,014;1451;969;51,582;25,661;15,3;2,206839654;;;;
1;na;11;34;230;1888,787;953,461;59,012;22,183;13,201;58,806;22,847;1884;964;66,801;13,87;5,175;1,283453802;;;;
1;na;11;35;62;1641,806;949,726;36,042;10,612;7,439;132,478;12,806;1637;945;141,34;9;1,395;0,666364983;;;;
1;na;11;36;83;1642,392;961,994;52,184;14,955;7,066;126,834;18,868;1637;955;122,005;10,476;1,8675;0,771001759;;;;
1;na;11;37;628;1363,252;972,239;114,267;34,119;23,436;42,444;37,59;1357;990;61,39;25,456;14,13;2,120782566;;;;
1;na;11;38;568;1500,428;978,498;99,74;32,452;22,285;108,096;34,205;1490;966;127,875;24,383;12,78;2,016928443;;;;
1;na;11;39;9822;339,901;1069,528;380,818;130,917;95,524;69,199;131,674;319;1133;69,087;94,708;220,995;8,387186256;;;;
1;na;11;40;63;1458,929;1015,294;31,213;10,493;7,645;140,878;12,207;1454;1012;145,008;8,733;1,4175;0,671717399;;;;
1;na;11;41;298;1409,829;1035,701;87,054;28,356;13,381;57,13;31,623;1404;1048;55,305;16,229;6,705;1,46091334;;;;
1;na;11;42;362;1483,608;1035,276;78,083;26,1;17,66;138,515;27,659;1474;1025;139,399;19,799;8,145;1,610165837;;;;
1;na;11;43;370;200,795;1065,735;76,426;28,31;16,64;82,497;29,614;199;1081;78,311;17,725;8,325;1,627860498;;;;
1;na;11;44;954;209,057;1138,385;141,296;52,998;22,919;99,98;55,902;201;1109;100,305;26,318;21,465;2,613909277;;;;
1;na;11;45;327;65,586;1160,167;75,355;30,049;13,855;95,996;30,083;63;1145;105,422;14,633;7,3575;1,530347996;;;;
1;na;11;46;5561;405,514;1215,628;305,563;98,83;71,643;35,359;106,963;368;1251;48,411;73,472;125,1225;6,310921386;;;;
1;na;11;47;1231;304,292;1202,969;207,882;94,002;16,674;7,206;93,771;262;1208;7,352;18,193;27,6975;2,969240319;;;;
1;na;11;48;85;1631,876;1205,935;37,456;11,143;9,712;22,355;13;1625;1208;22,62;10,592;1,9125;0,780235642;;;;
1;na;11;49;548;220,035;1246,319;105,74;41,983;16,619;97,935;43,29;217;1226;96,633;17,984;12,33;1,98110093;;;;
1;na;11;50;6355;1149,221;1295,976;330,576;118,567;68,244;35,285;121,211;1100;1336;37,626;68,318;142,9875;6,746431268;;;;
1;na;11;51;12351;699,742;1398,85;464,617;166,7;94,336;96,846;171,421;694;1305;94,014;100,819;277,8975;9,405185888;;;;
1;na;11;52;168;1677,113;1317,452;50,527;17,922;11,935;170,815;18,439;1668;1316;167,471;13;3,78;1,096909919;;;;
1;na;11;53;359;747,762;1327,79;69,598;24,205;18,884;62,71;25,08;742;1339;66,501;19,975;8,0775;1,603479999;;;;
1;na;11;54;11059;1952,88;1395,267;417,019;155,456;90,577;95,289;153,942;1944;1472;83,66;92,172;248,8275;8,89967714;;;;
1;na;11;55;885;901,212;1349,319;154,267;58,164;19,373;96,28;62,29;900;1323;95,528;23,325;19,9125;2,51760712;;;;
1;na;11;56;2909;241,696;1408,403;205,48;72,07;51,392;67,153;71,197;224;1440;60,555;51,67;65,4525;4,564447154;;;;
1;na;11;57;58;938,862;1399,172;32,385;12,589;5,866;75,395;13,342;936;1405;77,005;6,649;1,305;0,644510979;;;;
1;na;11;58;5233;924,927;1486,332;281,765;83,066;80,212;117,385;90,139;889;1453;146,31;80,691;117,7425;6,12197695;;;;
1;na;11;59;307;1833,92;1500,787;78,184;29,506;13,248;81,771;30,083;1831;1516;74,578;14,11;6,9075;1,482810014;;;;
1;na;11;60;2196;2009,185;1560,001;175,681;59,187;47,241;29,871;62,65;1981;1574;28,61;48,755;49,41;3,965815361;;;;
1;na;11;61;710;1521,432;1570,897;124,711;53,073;17,033;21,915;51,624;1498;1579;21,595;18,813;15,975;2,254994552;;;;
1;na;11;62;1834;1662,833;1588,736;161,924;51,486;45,354;86,153;54,037;1659;1562;92,121;45,548;41,265;3,624231981;;;;
1;na;11;63;642;1618,745;1583,967;96,669;34,26;23,86;65,796;35,777;1611;1600;63,435;24,437;14,445;2,144291563;;;;
1;na;11;64;267;1573,597;1591,399;67,598;25,451;13,357;65,307;27,295;1569;1603;61,557;14,579;6,0075;1,382840064;;;;
1;na;11;65;2048;599,926;1615,065;172,125;59,744;43,646;46,37;64,031;581;1641;51,34;46,669;46,08;3,829845892;;;;
1;na;11;66;3673;932,434;1659,465;296,066;127,97;36,545;99,834;120,702;926;1600;96,183;38,607;82,6425;5,128930178;;;;
1;na;11;67;358;470,793;1612,916;72,426;26,942;16,919;28,81;27,459;459;1620;33,111;17,758;8,055;1,601245182;;;;
1;na;11;68;408;1839,958;1622,605;96,468;37,874;13,716;39,583;39,205;1824;1637;52,253;16,263;9,18;1,709410646;;;;
1;na;11;69;72;1717,681;1615,361;31,213;10,277;8,92;158,585;11,705;1712;1613;160,017;9;1,62;0,718096105;;;;
1;na;11;70;2118;1733,639;1668,001;266,25;75,949;35,507;44,404;82,42;1700;1701;35,618;44,508;47,655;3,894747441;;;;
1;na;11;71;572;1659,203;1655,353;121,296;36,377;20,021;151,472;42,953;1641;1652;155,225;26,695;12,87;2,024017845;;;;
1;na;11;72;120;1548,983;1715,692;41,213;15,433;9,9;79,13;16,155;1546;1723;68,199;10;2,7;0,927058085;;;;
1;na;11;73;433;1852,276;1724,174;89,74;30,063;18,338;81,706;33,136;1851;1710;95,194;20,835;9,7425;1,76100371;;;;
1;na;11;74;1746;407,18;1777,423;158,368;53,569;41,499;49,682;56,08;390;1798;50,064;42,601;39,285;3,536213212;;;;
1;na;11;75;1285;1003,659;1779,309;152,51;52,561;31,128;108,772;57,245;989;1755;109,385;34,485;28,9125;3,033666855;;;;
1;na;11;76;1594;862,541;1804,585;197,966;73,32;27,681;118,477;76,158;853;1767;113,199;34,605;35,865;3,378784407;;;;
1;na;11;77;4168;1642,571;1833,19;249,622;86,775;61,157;60,547;90,211;1618;1871;54,019;62,361;93,78;5,463616122;;;;
1;na;11;78;301;310,324;1815,517;63,698;21,941;17,467;14,634;23,022;301;1822;34,38;17;6,7725;1,468248516;;;;
1;na;11;79;122;1028,115;1833,393;41,698;14,543;10,681;90,527;15,524;1025;1841;75,069;11;2,745;0,934751645;;;;
1;na;11;80;169;941,601;1861,624;47,941;15,264;14,097;62,865;16,279;941;1870;79,38;14,763;3,8025;1,100169688;;;;
1;na;11;81;859;1350,215;1905,275;112,225;41,391;26,424;28,609;42,72;1333;1916;32,574;27,47;19,3275;2,480349638;;;;
1;na;11;82;4513;1906,085;1956,034;255,522;80,299;71,559;53,966;85,475;1888;1993;61,336;72,001;101,5425;5,685242441;;;;
1;na;11;83;308;1132,617;1953,578;64,77;23,355;16,791;57,265;24,083;1124;1962;41,634;17,445;6,93;1,485223051;;;;
