Sample;Tilt angle to optical axis;Image;Particle number;Fläche;Weighed X-Position Central Point;Weighed Y-Position Central Point;Perimeter;Elipse fit Major axis;Elipse fit Minor axis;Elipse angle;Feret caliper;FeretX;FeretY;Feret angle;Min Feret;area_in_nm2;radius_in_nm;;;;
1;na;2;46;164;137,994;799,287;47,113;15,861;13,165;160,83;17,088;130;796;159,444;14;3,69;1,083772799;;;;
1;na;2;47;61;1457,877;805,09;28,385;9,653;8,046;44,594;10,817;1456;810;56,31;8,485;1,3725;0,660969227;;;;
1;na;2;48;84;1908,583;814,095;33,213;12,689;8,429;140,177;13,601;1903;810;143,973;9,192;1,89;0,775632442;;;;
1;na;2;49;200;1583,99;839,75;52,284;18,11;14,061;108,671;19,235;1580;831;117,897;14;4,5;1,196826841;;;;
1;na;2;50;1192;1505,57;867,175;169,137;53,863;28,177;3,879;59,682;1481;870;8,673;35,675;26,82;2,92182668;;;;
1;na;2;51;202;1903,802;857,936;51,698;17,56;14,646;41,223;18,601;1899;866;53,746;15,436;4,545;1,202796089;;;;
1;na;2;52;547;788,513;901,796;86,669;27,971;24,899;118,002;29,206;781;889;128,047;25,619;12,3075;1,979292531;;;;
1;na;2;53;9999;1476,795;960,457;427,245;124,949;101,891;156,603;141,421;1414;948;171,87;106,573;224,9775;8,4624206;;;;
1;na;2;54;1653;350,332;920,496;150,468;47,317;44,48;74,699;49,204;337;941;52,431;43;37,1925;3,440747076;;;;
1;na;2;55;259;149,986;916,388;58,77;19,707;16,734;2,307;20,396;140;915;168,69;17;5,8275;1,361965808;;;;
1;na;2;56;340;1237,062;934,891;67,355;22,519;19,224;172,297;23,707;1226;930;152,354;19;7,65;1,560471284;;;;
1;na;2;57;346;1997,182;947,321;67,598;22,109;19,926;153,769;23,022;1990;938;124,38;20;7,785;1,574179934;;;;
1;na;2;58;245;889,912;962,12;60,184;23,545;13,249;155,209;24,166;879;957;155,556;13,868;5,5125;1,324644574;;;;
1;na;2;59;193;1203,324;967,396;50,284;16,152;15,214;173,454;17,464;1195;970;23,629;15;4,3425;1,175695828;;;;
1;na;2;60;7351;1272,971;1038,753;366,375;116,382;80,421;123,345;120,341;1240;994;132,306;85,496;165,3975;7,255870685;;;;
1;na;2;61;636;1698,552;1007,495;94,811;32,52;24,901;25,131;34,205;1683;1014;15,255;25,803;14,31;2,134247987;;;;
1;na;2;62;122;1137,762;1005,533;40,627;14,675;10,585;159,845;15,264;1131;1002;148,392;11;2,745;0,934751645;;;;
1;na;2;63;3340;598,471;1033,095;249,321;70,528;60,297;151,646;75,928;562;1025;167,062;65,256;75,15;4,890908704;;;;
1;na;2;64;328;1648,494;1032,841;68,184;23,534;17,746;3,888;24,331;1637;1036;9,462;18;7,38;1,532686191;;;;
1;na;2;65;209;1835,572;1040,586;52,284;17,47;15,233;162,499;18,385;1827;1037;157,62;15;4,7025;1,223459129;;;;
1;na;2;66;1522;122,584;1054,721;146,125;46,822;41,388;37,799;49,406;104;1070;35,942;42,824;34,245;3,301593865;;;;
1;na;2;67;411;1940,729;1048,242;73,841;23,964;21,837;47,532;25,495;1929;1053;25,56;22,627;9,2475;1,715683733;;;;
1;na;2;68;413;1384,996;1058,188;75,255;25,056;20,987;116,835;26,42;1378;1047;119,476;21,92;9,2925;1,71985308;;;;
1;na;2;69;415;1763,052;1057,794;74,426;25,09;21,06;26,861;26;1751;1062;22,62;21,822;9,3375;1,724012344;;;;
1;na;2;70;411;941,3;1070,454;75,255;25,046;20,894;64,212;26,077;934;1081;57,529;21,914;9,2475;1,715683733;;;;
1;na;2;71;388;581,312;1086,124;82,912;27,321;18,082;110,73;28,636;576;1071;102,095;20,745;8,73;1,666986894;;;;
1;na;2;72;604;1065,331;1112,026;92,326;30,825;24,948;167,553;31,953;1049;1109;159,864;25,792;13,59;2,079863302;;;;
1;na;2;73;2323;531,868;1139,031;184,309;57,455;51,479;8,386;60,539;508;1157;30,801;52,326;52,2675;4,07887999;;;;
1;na;2;74;135;201,73;1120,063;42,042;14,538;11,824;70,647;15,264;198;1127;58,392;12;3,0375;0,983293588;;;;
1;na;2;75;538;955,424;1134,825;89,497;30,967;22,12;35,071;32,016;945;1147;51,34;22,817;12,105;1,962941969;;;;
1;na;2;76;438;302,482;1178,559;79,255;28,201;19,775;41,014;29,069;292;1189;40,815;20,506;9,855;1,771141984;;;;
1;na;2;77;233;1392,865;1194,079;56,527;18,157;16,339;34,105;19,416;1386;1201;55,491;16,971;5,2425;1,291797034;;;;
1;na;2;78;12091;1596,397;1268,573;452,902;147,987;104,028;82,463;155,293;1604;1345;82,6;108,49;272,0475;9,305665412;;;;
1;na;2;79;1127;495,29;1215,16;141,196;51,092;28,085;42,987;54,562;475;1236;41,285;31,574;25,3575;2,841046099;;;;
1;na;2;80;803;1163,319;1224,463;107,196;32,231;31,722;104,804;35,511;1160;1208;99,728;31,113;18,0675;2,398137583;;;;
1;na;2;81;962;1314,186;1236,869;119,841;37,327;32,815;60,989;41,773;1297;1250;42,089;32,227;21,645;2,624846183;;;;
1;na;2;82;291;358,015;1240,39;63,012;21,508;17,227;138,092;22,204;352;1231;125,838;17,678;6,5475;1,443652998;;;;
1;na;2;83;590;692,554;1242,925;88,426;28,397;26,454;156,952;30,017;679;1236;150,018;26;13,275;2,055617605;;;;
1;na;2;84;800;927,234;1250,429;105,397;34,796;29,274;168,807;35,693;909;1248;168,69;29,799;18;2,393653682;;;;
1;na;2;85;216;1750,458;1314,884;53,698;17,59;15,635;164,039;18,868;1742;1310;147,995;16;4,86;1,243778938;;;;
1;na;2;86;73;674,979;1317,062;30,042;9,892;9,396;123,213;10,77;673;1312;111,801;9,842;1,6425;0,723065687;;;;
1;na;2;87;443;1771,342;1341,947;76,426;24,191;23,316;18,353;25,239;1764;1352;56,31;23;9,9675;1,781222555;;;;
1;na;2;88;212;1929,307;1355,618;53,941;17,338;15,569;121,977;18,439;1924;1348;130,601;16,104;4,77;1,23220865;;;;
1;na;2;89;131;322,698;1355,134;46,284;17,865;9,336;50,733;19,105;316;1361;42,879;10,607;2,9475;0,96861674;;;;
1;na;2;90;332;627,256;1388,602;66,184;22,012;19,204;174,2;23,087;616;1386;162,35;19;7,47;1,542003518;;;;
1;na;2;91;214;1782,654;1408,178;55,113;18,916;14,404;119,435;19,849;1776;1401;130,914;15,18;4,815;1,238007311;;;;
1;na;2;92;298;1926,497;1410,534;64,77;22,486;16,874;60,363;23,707;1920;1421;62,354;17,65;6,705;1,46091334;;;;
1;na;2;93;975;1487,627;1462,321;116,711;39,069;31,774;115,674;39,812;1485;1443;101,592;32,462;21,9375;2,642522115;;;;
1;na;2;94;463;1714,213;1463,012;78,426;26,188;22,511;134,081;27,459;1702;1457;146,889;23,335;10,4175;1,820986886;;;;
1;na;2;95;2342;71,848;1488,147;192,208;71,495;41,708;45,74;70,434;52;1516;51,34;42,057;52,695;4,095526761;;;;
1;na;2;96;612;1431,654;1475,627;94,669;33,702;23,121;32,034;35,228;1418;1485;34,592;24,59;13,77;2,093591921;;;;
1;na;2;97;711;1102,663;1495,712;98,811;30,533;29,649;142,216;32,016;1087;1491;165,53;29,698;15,9975;2,256582018;;;;
1;na;2;98;491;1585,331;1502,264;82,426;26,182;23,878;27,479;27,659;1574;1511;40,601;24;11,0475;1,875240909;;;;
1;na;2;99;78;1382,436;1511,474;31,213;11,26;8,82;161,119;11,705;1377;1509;160,017;9;1,755;0,747418123;;;;
1;na;2;100;1080;1179,175;1537,003;121,882;37,724;36,452;80,907;39,395;1169;1553;66,038;37;24,3;2,781174255;;;;
1;na;2;101;1480;746,566;1553,641;186,167;73,834;25,522;175,973;72,18;709;1545;169,624;30;33,3;3,255720997;;;;
1;na;2;102;727;844,045;1562,292;99,397;31,033;29,828;124,707;32,016;842;1578;75,53;30,405;16,3575;2,281831274;;;;
1;na;2;103;518;1928,023;1560,288;83,497;27,945;23,601;10,535;29,411;1914;1566;17,819;24;11,655;1,926110517;;;;
1;na;2;104;315;1858,652;1560,173;65,598;20,985;19,112;19,154;22,361;1849;1566;26,565;19,89;7,0875;1,502005765;;;;
1;na;2;105;195;1285,597;1559,972;50,284;16,159;15,365;50,203;17,205;1278;1564;35,538;15;4,3875;1,181771816;;;;
1;na;2;106;330;1356,315;1577,964;68,77;23,713;17,719;70,546;24,698;1353;1590;68,629;18,34;7,425;1,537351913;;;;
1;na;2;107;675;1501,021;1579,661;98,326;35,83;23,986;1,49;36,497;1483;1582;9,462;24;15,1875;2,198711304;;;;
1;na;2;108;1128;1194,372;1592,945;128,711;43,294;33,173;89,935;45,398;1190;1572;97,595;34;25,38;2,842306266;;;;
1;na;2;109;166;1134,386;1597,416;48,284;15,644;13,511;53,259;17;1131;1605;61,928;14,316;3,735;1,090361144;;;;
1;na;2;110;354;1201,418;1634,596;71,012;23,661;19,05;121,282;25,08;1197;1622;113,499;20,405;7,965;1,59227455;;;;
1;na;2;111;237;920,555;1631,648;57,355;19,659;15,349;42,595;20,616;913;1639;39,094;16,204;5,3325;1,302838236;;;;
1;na;2;112;373;857,149;1637,32;71,012;24,159;19,658;19,259;25;845;1641;16,26;20;8,3925;1,63444661;;;;
1;na;2;113;277;70,937;1646,605;65,941;24,452;14,424;10,691;24,739;59;1649;14,036;15,454;6,2325;1,408497911;;;;
1;na;2;114;1196;85,406;1691,346;135,154;41,953;36,298;177,385;45,651;63;1685;151,189;38;26,91;2,926724968;;;;
1;na;2;115;1511;449,153;1699,734;146,853;46,438;41,429;107,249;50;439;1676;106,26;42,386;33,9975;3,289641372;;;;
1;na;2;116;1214;1260,825;1701,662;129,782;42,883;36,045;151,095;44,598;1240;1695;160,346;36,77;27,315;2,94866657;;;;
1;na;2;117;884;1184,419;1700,08;110,912;34,539;32,588;22,024;37,014;1174;1714;51,582;32;19,89;2,516184341;;;;
1;na;2;118;65;956,5;1700,315;28,971;9,112;9,082;0;10;954;1696;126,87;9;1,4625;0,682296276;;;;
1;na;2;119;537;711,591;1724,843;86,083;30,586;22,354;163,05;31,953;696;1719;159,864;23;12,0825;1,961116825;;;;
1;na;2;120;439;789,322;1731,318;77,841;25,879;21,599;88,698;26,476;787;1718;100,886;22;9,8775;1,773162683;;;;
1;na;2;121;1037;1450,775;1745,201;136,024;51,296;25,74;135,174;52,402;1431;1725;138,094;29,499;23,3325;2,725245937;;;;
1;na;2;122;244;959,463;1759,877;57,355;20,282;15,318;82,392;21,213;957;1770;81,87;15;5,49;1,321938454;;;;
1;na;2;123;2059;1063,59;1801,825;172,468;59,825;43,821;170,719;59,933;1035;1791;154,29;42,314;46,3275;3,840117349;;;;
1;na;2;124;230;602,361;1793,57;55,113;17,498;16,736;134,746;18,601;595;1788;143,746;17;5,175;1,283453802;;;;
1;na;2;125;415;1940,847;1800,91;74,426;24,777;21,326;46,218;25,807;1933;1811;54,462;21,92;9,3375;1,724012344;;;;
1;na;2;126;317;1574,263;1802,554;64,77;21,763;18,546;157,572;22,825;1564;1797;151,189;19;7,1325;1,506766493;;;;
1;na;2;127;407;1206,227;1830,335;75,841;26,2;19,779;52,07;27,203;1200;1843;53,973;20,886;9,1575;1,707314494;;;;
1;na;2;128;176;922,403;1828,648;47,698;15,075;14,865;23,602;16,125;915;1832;29,745;15;3,96;1,122723096;;;;
1;na;2;129;563;1117,976;1845,299;88,326;29,645;24,18;137,696;30,61;1110;1832;128,367;24,749;12,6675;2,008031495;;;;
1;na;2;130;230;673,574;1842,178;56,527;18,268;16,031;74,297;19,416;668;1850;55,491;16,763;5,175;1,283453802;;;;
1;na;2;131;399;819,981;1864,345;73,012;23,059;22,031;117,435;24,042;816;1853;106,928;22;8,9775;1,690451716;;;;
1;na;2;132;409;742,192;1871,529;75,841;24,241;21,483;125,655;26,077;735;1860;122,471;22,366;9,2025;1,71150423;;;;
1;na;2;133;55;202,755;1865,445;26,385;9,286;7,541;54,628;10;199;1869;36,87;8;1,2375;0,62762129;;;;
1;na;2;134;184;980,63;1917,815;52,284;18,45;12,698;57,621;19,416;974;1925;55,491;13,38;4,14;1,147955979;;;;
1;na;2;135;548;1238,212;1934,642;85,255;28,519;24,466;150,441;29,682;1227;1925;147,381;25;12,33;1,98110093;;;;
1;na;2;136;956;1141,377;1940,329;118,125;40,852;29,796;24,937;42,059;1121;1945;18,004;29,974;21,51;2,616647789;;;;
1;na;2;137;317;800,815;1935,115;66,184;22,682;17,794;107,501;23,77;797;1924;112,249;18,436;7,1325;1,506766493;;;;
1;na;2;138;99;895,551;1933,813;36,385;11,749;10,728;31,56;13,038;892;1939;57,529;11;2,2275;0,842042322;;;;
1;na;2;139;223;1434,28;1937,074;56,77;19,667;14,437;165,484;20,616;1424;1935;165,964;15,18;5,0175;1,263772074;;;;
1;na;2;140;1067;1714,433;1978,13;123,539;38,982;34,85;24,774;40,792;1696;1980;11,31;35,355;24,0075;2,76438503;;;;
1;na;2;141;150;1443,46;1980,02;45,456;15,686;12,176;16,319;16,643;1437;1985;32,735;12;3,375;1,036482448;;;;
1;na;2;142;312;1023,321;2025,603;67,841;24,804;16,015;146,148;25,554;1012;2020;149,421;16,809;7,02;1,494836246;;;;
1;na;3;1;3936;282,66;51,608;247,622;90,542;55,35;155,725;88,814;247;27;144,162;55,27;88,56;5,30938071;;;;
1;na;3;2;4427;1872,048;48,867;269,179;99,742;56,512;161,632;100,688;1820;32;164,445;57,145;99,6075;5,630812729;;;;
1;na;3;3;561;1431,348;38,65;88,083;29,629;24,108;110,035;30,676;1426;24;109,026;24,914;12,6225;2,004461658;;;;
1;na;3;4;694;419,687;44,99;99,397;33,036;26,747;29,857;33,956;404;50;13,627;27,745;15,615;2,229441381;;;;
1;na;3;5;4137;1573,762;83,487;248,492;81,369;64,735;66,919;83,952;1566;128;77,619;66,407;93,0825;5,443260051;;;;
1;na;3;6;214;126,416;56,383;53,113;17,519;15,553;113,846;18,788;122;48;115,201;16;4,815;1,238007311;;;;
1;na;3;7;140;1153,129;97,257;43,456;13,842;12,878;102,856;14,866;1148;92;132,274;13;3,15;1,001337177;;;;
1;na;3;8;93;599,414;100,339;34,042;11,863;9,982;136,036;12,53;596;95;118,61;10,607;2,0925;0,816127096;;;;
1;na;3;9;185;194,17;113,451;50,87;18,266;12,895;80,773;18,974;192;123;71,565;13;4,1625;1,151071197;;;;
1;na;3;10;3446;92,303;226,859;238,007;88,515;49,569;55,972;89,627;71;268;54,537;50,927;77,535;4,967912743;;;;
1;na;3;11;354;1467,017;237,59;77,841;27,635;16,31;163,817;28,792;1455;231;159,677;18,478;7,965;1,59227455;;;;
1;na;3;12;564;463,569;260,915;86,912;27,966;25,678;24,456;29,155;450;266;22,166;26;12,69;2,009814035;;;;
1;na;3;13;943;1390,178;269,888;116,468;38,894;30,87;127,313;39,699;1378;253;130,914;32,18;21,2175;2,598795877;;;;
1;na;3;14;440;61,752;283,398;78,326;26,87;20,849;150,212;28,231;48;278;157,068;21,213;9,9;1,775181082;;;;
1;na;3;15;407;206,478;315,198;74,669;24,474;21,174;128,34;25,239;200;304;123,69;21,92;9,1575;1,707314494;;;;
1;na;3;16;357;1621,954;328,055;68,77;22,124;20,545;129,515;23,324;1616;318;120,964;21;8,0325;1,599007242;;;;
1;na;3;17;237;1181,559;359,939;56,527;19,693;15,323;121,253;20,809;1176;351;125,218;16,263;5,3325;1,302838236;;;;
1;na;3;18;102;736,225;362,608;37,456;12,808;10,14;105,702;13,342;735;356;102,995;10,673;2,295;0,854705323;;;;
1;na;3;19;81;1376,87;365,352;32,042;11,354;9,084;125,284;12,083;1374;360;114,444;9,192;1,8225;0,761655938;;;;
1;na;3;20;175;211,94;381,106;48,87;17,259;12,91;113,759;17,889;208;373;116,565;13,284;3,9375;1,119528998;;;;
1;na;3;21;617;1753,348;395,617;90,912;28,828;27,251;101,663;29,967;1745;383;115,71;27;13,8825;2,102126779;;;;
1;na;3;22;437;425,736;399,344;77,255;26,905;20,68;85,688;27,659;423;413;77,471;21;9,8325;1,769118977;;;;
1;na;3;23;2648;1269,911;420,775;208,752;61,859;54,504;2,823;68,6;1241;435;30,677;55,654;59,58;4,354871183;;;;
1;na;3;24;460;1672,978;412,974;79,012;24,838;23,58;139,948;26,401;1664;403;142,696;24;10,35;1,815077773;;;;
1;na;3;25;619;373,938;465,069;91,74;31,521;25,004;128,772;32,45;364;452;123,69;25,456;13,9275;2,105531035;;;;
1;na;3;26;1766;711,046;492,483;158,752;53,156;42,301;131,145;53,852;700;466;111,801;42,837;39,735;3,556408768;;;;
1;na;3;27;418;806,134;486,038;75,841;26,808;19,853;108,587;27,514;802;473;109,093;20,56;9,405;1,730232493;;;;
1;na;3;28;1017;342,716;491,822;122,125;41,515;31,191;164,904;43,417;320;490;165,324;32,507;22,8825;2,698837893;;;;
1;na;3;29;358;1376,087;606,02;89,497;31,421;14,507;50,211;36,056;1368;622;56,31;18,433;8,055;1,601245182;;;;
1;na;3;30;349;1244,168;608,632;70,426;22,992;19,327;177,303;24,083;1232;608;4,764;20;7,8525;1,580989684;;;;
1;na;3;31;279;1079,959;613,041;61,355;21,972;16,168;125,706;22,804;1073;604;127,875;16,971;6,2775;1,413573596;;;;
1;na;3;32;2165;1312,306;653,896;191,723;66,034;41,745;45,654;70,491;1290;681;58,339;43,897;48,7125;3,937724004;;;;
1;na;3;33;312;1583,731;646,205;65,012;22,359;17,767;138,076;23,022;1577;637;124,38;18,385;7,02;1,494836246;;;;
1;na;3;34;475;384,117;651,332;79,841;25,392;23,818;144,823;26,833;372;646;153,435;24;10,6875;1,844434035;;;;
1;na;3;35;447;1032,853;651,475;78,669;26,602;21,395;124,797;27,803;1024;641;127,694;21,92;10,0575;1,789246121;;;;
1;na;3;36;205;699,402;659,398;51,698;17,978;14,519;155,895;18,868;691;655;147,995;15;4,6125;1,211694825;;;;
1;na;3;37;459;352,047;688,533;79,841;28,584;20,446;93,578;29,155;351;674;95,906;20;10,3275;1,813103789;;;;
1;na;3;38;145;1426,334;682,252;43,941;16,523;11,173;142,221;17;1419;678;151,928;11,314;3,2625;1,019061335;;;;
1;na;3;39;345;1187,346;700,042;68,184;22,802;19,265;135,011;24,083;1180;691;131,634;19,799;7,7625;1,571903461;;;;
1;na;3;40;423;404,134;713,301;75,841;27,23;19,779;129,989;28,018;396;702;124,824;20,506;9,5175;1,740550011;;;;
1;na;3;41;678;63,746;724,673;125,196;51,567;16,74;52,842;51,4;46;746;52,907;19,513;15,255;2,203591912;;;;
1;na;3;42;697;1379,312;727,979;98,326;32,884;26,987;135,509;34,67;1364;719;146,768;28,177;15,6825;2,234254862;;;;
1;na;3;43;426;308,873;760,073;74,426;24,621;22,03;64,394;25,632;304;772;69,444;22;9,585;1,74671127;;;;
1;na;3;44;654;859,745;776,547;95,154;29,363;28,359;8,611;31,048;844;774;165,069;28,42;14,715;2,164238891;;;;
1;na;3;45;6387;1967,66;825,225;321,463;102,63;79,238;162,534;108,407;1917;804;150,124;83,542;143,7075;6,763395447;;;;
1;na;3;46;1936;1832,028;814,569;167,823;56,726;43,454;57,026;60,374;1818;841;63,435;43,841;43,56;3,723651251;;;;
1;na;3;47;7524;639,09;844,441;344,534;118,016;81,175;59,404;120,42;616;898;65,989;84,363;169,29;7,340754773;;;;
1;na;3;48;2120;953,13;825,358;178,853;61,844;43,646;105,239;60,803;932;803;126,304;43,662;47,7;3,896585887;;;;
1;na;3;49;393;66,141;828,747;73,598;24,265;20,622;122,647;25,495;58;819;131,82;21,027;8,8425;1,677693407;;;;
1;na;3;50;150;1682,26;840,013;45,456;15,313;12,472;115,294;16,125;1678;833;119,745;12,966;3,375;1,036482448;;;;
1;na;3;51;311;1181,886;845,822;66,184;23,315;16,984;128,953;24,413;1175;836;124,992;17,899;6,9975;1,492438752;;;;
1;na;3;52;229;1478,731;852,517;58,426;21,715;13,427;136,125;22,204;1469;847;144,162;14,142;5,1525;1,280660645;;;;
1;na;3;53;325;1586,918;881,783;67,598;22,738;18,199;117,965;23,854;1580;872;123,024;18,789;7,3125;1,525660854;;;;
1;na;3;54;439;905,236;884,805;77,255;26,188;21,344;107,482;27,295;899;873;118,443;22;9,8775;1,773162683;;;;
1;na;3;55;514;1154,426;890,333;83,255;27,466;23,827;143,518;28,601;1143;882;143,531;24,749;11,565;1,918659384;;;;
1;na;3;56;627;1439,857;923,658;92,326;29,018;27,511;104,443;30,083;1435;909;111,448;28;14,1075;2,119093372;;;;
1;na;3;57;769;1205,886;948,544;106,225;39,305;24,911;118,235;39,962;1194;932;121,701;25,815;17,3025;2,346818443;;;;
1;na;3;58;133;960,59;972,492;42,284;13,556;12,492;50,187;14,765;957;979;61,699;13;2,9925;0,975982753;;;;
1;na;3;59;1443;1798,621;1000,128;141,882;45,85;40,072;84,039;46,615;1788;1021;67,286;40;32,4675;3,214766901;;;;
1;na;3;60;160;1600,325;994,819;45,698;15,911;12,803;128,918;17;1597;987;118,072;13,435;3,6;1,07047447;;;;
1;na;3;61;4870;135,587;1035,783;265,622;91,097;68,066;171,911;92,698;91;1019;159,806;68,213;109,575;5,90582812;;;;
1;na;3;62;87;423,328;1020,408;34,042;11,279;9,821;144,122;12,042;419;1016;131,634;10,29;1,9575;0,789361516;;;;
1;na;3;63;283;453,514;1026,087;60,527;19,983;18,032;149,403;21,095;444;1021;148,57;18;6,3675;1,423670678;;;;
1;na;3;64;6081;834,25;1105,07;384,777;137,971;56,117;80,65;141,993;834;1169;78,215;60,382;136,8225;6,599390457;;;;
1;na;3;65;241;1446,044;1042,259;56,527;19,801;15,497;125,493;21,095;1441;1033;121,43;16,263;5,4225;1,313786649;;;;
1;na;3;66;2945;990,932;1069,621;208,794;69,823;53,703;46,052;70,264;960;1089;24,376;55,224;66,2625;4,59260371;;;;
1;na;3;67;642;761,618;1057,72;93,74;31,167;26,227;108,207;31,953;756;1043;110,136;26,885;14,445;2,144291563;;;;
1;na;3;68;435;1344,086;1069,348;76,426;25,212;21,968;107,141;26,077;1336;1059;122,471;22;9,7875;1,765066008;;;;
1;na;3;69;1603;1571,226;1133,322;150,368;47,881;42,627;57,979;49,679;1556;1154;49,899;43,896;36,0675;3,388309581;;;;
1;na;3;70;152;1152,158;1122,27;44,284;14,5;13,347;141,136;15,264;1148;1116;121,608;13,868;3,42;1,043369451;;;;
1;na;3;71;771;750,165;1146,775;125,196;50,96;19,263;43,419;52,402;731;1165;48,094;21,464;17,3475;2,349868241;;;;
1;na;3;72;387;538,335;1151,911;73,012;25,126;19,611;153,906;26,42;527;1145;150,524;20,557;8,7075;1,66483733;;;;
1;na;3;73;164;1648,037;1196,915;47,213;16,889;12,364;102,936;17,205;1643;1190;125,538;12;3,69;1,083772799;;;;
1;na;3;74;1383;1976,311;1218,611;138,125;45,652;38,572;106,698;46,325;1973;1195;103,736;39;31,1175;3,147222249;;;;
1;na;3;75;256;130,918;1207,926;57,941;19,638;16,598;93,291;20,396;129;1218;78,69;16;5,76;1,354055001;;;;
1;na;3;76;1503;959,421;1246,712;157,782;58,544;32,688;68,363;59,615;950;1276;67,306;36,593;33,8175;3,2809213;;;;
1;na;3;77;329;1755,044;1254,254;66,184;21,273;19,691;40,299;22,825;1745;1260;28,811;20;7,4025;1,535020825;;;;
1;na;3;78;100;757,71;1265,39;35,799;11,575;11;145,3;12,806;753;1261;141,34;11;2,25;0,846284375;;;;
1;na;3;79;221;1804,446;1318,568;55,113;19,939;14,112;113,965;20,616;1801;1309;112,834;14,763;4,9725;1,25809217;;;;
1;na;3;80;150;1886,987;1341,067;44,284;15,039;12,699;138,214;15,811;1882;1335;124,695;13,318;3,375;1,036482448;;;;
1;na;3;81;499;1166,554;1366,945;83,497;27,402;23,186;105,544;28,284;1164;1353;98,13;24;11,2275;1,890456095;;;;
1;na;3;82;2395;1402,985;1393,041;192,066;70,874;43,026;61,682;69,778;1391;1426;64,537;43,369;53,8875;4,141608865;;;;
1;na;3;83;276;314,275;1388,721;61,355;21,774;16,139;127,302;22,804;307;1380;127,875;16,971;6,21;1,405953197;;;;
1;na;3;84;325;730,186;1391,395;66,184;22,072;18,748;74,64;22,847;726;1402;66,801;19;7,3125;1,525660854;;;;
1;na;3;85;277;28,07;1406,594;60,527;20,902;16,874;126,314;22,023;21;1398;129,472;17,678;6,2325;1,408497911;;;;
1;na;3;86;246;175,028;1412,598;57,698;20,127;15,562;113,549;21,095;169;1404;121,43;16;5,535;1,327345177;;;;
1;na;3;87;261;528,044;1412,033;58,527;19,131;17,371;131,609;20,248;522;1404;122,905;18;5,8725;1,36721425;;;;
1;na;3;88;415;544,317;1443,784;83,012;32,464;16,276;70,14;33,615;538;1458;67,249;18,016;9,3375;1,724012344;;;;
1;na;3;89;123;434,028;1473,98;41,456;14,563;10,754;84,996;15,524;433;1466;104,931;11;2,7675;0,938574776;;;;
1;na;3;90;230;414,313;1489,8;58,77;21,8;13,433;73,534;22,804;410;1501;74,745;14,135;5,175;1,283453802;;;;
1;na;3;91;10426;1021,651;1552,439;411,931;144,777;91,692;150,714;148,003;951;1525;149,103;94,853;234,585;8,641222405;;;;
1;na;3;92;193;652,925;1527,687;51,113;16,767;14,656;134,711;18,028;648;1520;123,69;15,538;4,3425;1,175695828;;;;
1;na;3;93;3683;1523,533;1566,131;242,108;77,661;60,382;46,922;80,802;1499;1597;53,556;61,355;82,8675;5,135907368;;;;
1;na;3;94;500;404,86;1565,466;82,669;27,757;22,936;119,046;28,844;396;1554;123,69;23,865;11,25;1,892349392;;;;
1;na;3;95;195;801,074;1626,341;52,77;18,709;13,271;160,412;19,416;792;1624;168,111;13,601;4,3875;1,181771816;;;;
1;na;3;96;1536;1349,8;1649,344;148,468;51,778;37,771;78,366;52,498;1345;1676;72,255;37,322;34,56;3,316743835;;;;
1;na;3;97;599;762,727;1676,189;90,912;31,281;24,381;67,809;31,953;758;1691;69,864;25,048;13,4775;2,071236706;;;;
1;na;3;98;147;846,759;1687,412;44,87;15,257;12,268;121,942;16,279;842;1681;132,51;12,973;3,3075;1,026065275;;;;
1;na;3;99;973;106,272;1724,325;119,054;40,855;30,324;149,365;42,059;88;1712;151,607;31,756;21,8925;2,639810445;;;;
1;na;3;100;1747;1896,952;1773,665;157,782;50,688;43,884;88,333;52,887;1886;1749;105,35;44;39,3075;3,537225728;;;;
1;na;3;101;164;641,012;1781,555;46,87;15,752;13,256;39,77;17,205;634;1787;35,538;14;3,69;1,083772799;;;;
1;na;3;102;196;97,847;1792,092;51,113;18,091;13,794;132,297;18,868;93;1784;122,005;14,704;4,41;1,184798125;;;;
1;na;3;103;483;615,724;1801,258;83,012;30,042;20,471;167,704;30,676;601;1796;160,974;20,935;10,8675;1,859901258;;;;
1;na;3;104;290;863,448;1816,255;63,598;22,131;16,684;124,244;23,022;858;1806;124,38;17,445;6,525;1,44117036;;;;
1;na;3;105;1864;413,575;1873,252;161,924;52,337;45,347;106,947;53,488;406;1847;110,807;45,897;41,94;3,653753772;;;;
1;na;3;106;150;1322,913;1869,92;45,941;16,422;11,63;38,138;17,464;1315;1874;23,629;12,021;3,375;1,036482448;;;;
1;na;3;107;532;61,545;1902,602;85,74;28,157;24,056;62,781;29,547;54;1915;66,038;24,749;11,97;1,951965506;;;;
1;na;3;108;1418;1174,387;1939,909;141,983;48,186;37,469;95,011;48,847;1166;1918;112,891;36,931;31,905;3,186797282;;;;
1;na;3;109;228;725,5;1928,461;55,113;19,217;15,106;171,92;19,647;716;1926;165,256;15;5,13;1,277861384;;;;
1;na;3;110;403;1650,423;1938,274;73,255;23,77;21,587;75,632;24,739;1647;1950;75,964;22;9,0675;1,698904027;;;;
