MaterialState;Sample;Image;Precipitate#;area;axis_major_length;axis_minor_length;aspect_ratio;centroid-X;centroid-Y;area_in_nm2;radius_in_nm;BitSizeValue;DiskRadiusValue[pixel];OtsuThresholdValue[np];KernelValue;MaskSetValue;BG_LabelValue;Date
T61;Sample1;Stelle2 DF 30s;39;260;23,24455647;14,34239597;1,620688518;1700,284615;1180,292308;5,85;1,364592552;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle2 DF 30s;40;1078;49,96230441;27,94568244;1,787836261;1804,814471;1060,947124;24,255;2,7785979;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle3 DF 30s;1;3477;87,06449687;51,67084583;1,684983001;51,11044003;281,1645096;78,2325;4,990208229;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle3 DF 30s;2;3903;96,67717531;52,36627874;1,846172339;48,85728926;1871,656162;87,8175;5,287076549;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle3 DF 30s;3;414;24,11025903;21,96051079;1,097891541;39,24637681;1430,625604;9,315;1,721933968;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle3 DF 30s;4;3580;78,14724497;59,72905088;1,30836241;83,88184358;1573,387709;80,55;5,063581868;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle3 DF 30s;5;6704;174,8182633;55,26955192;3,163012132;197,3738067;1303,012232;150,84;6,929203651;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle3 DF 30s;6;100;13,85025051;9,303900297;1,488649928;172,61;1402,72;2,25;0,846284375;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle3 DF 30s;7;1382;53,62392668;33,14717928;1,617752335;223,5665702;90,09913169;31,095;3,146084219;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle3 DF 30s;8;402;23,47799778;22,25315855;1,05504114;261,6741294;461,9925373;9,045;1,696794896;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle3 DF 30s;9;653;33,0172578;25,38020071;1,300906095;269,4226646;1390,366003;14,6925;2,162583641;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle3 DF 30s;10;209;18,16297876;14,71033862;1,234708407;315,4258373;206,4162679;4,7025;1,223459129;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle3 DF 30s;11;173;16,47831848;13,4299807;1,226980057;328,7052023;1620,421965;3,8925;1,113113306;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle3 DF 30s;12;455;24,72276752;23,50971066;1,05159812;395,5604396;1752,951648;10,2375;1,805186267;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle3 DF 30s;13;320;23,44907687;17,43016459;1,345315861;399,521875;425,6625;7,2;1,513879513;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle3 DF 30s;14;1750;57,65444433;39,02945326;1,477203484;422,6331429;1267,108;39,375;3,54026154;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle3 DF 30s;15;322;21,51692702;19,10713211;1,126120178;412,8322981;1672,335404;7,245;1,518603018;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle3 DF 30s;16;501;29,26769207;21,80453664;1,342275351;464,011976;374,1976048;11,2725;1,894240796;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle3 DF 30s;17;1389;48,32052;37,15100909;1,300651616;491,9337653;708,3167747;31,2525;3,154041807;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle3 DF 30s;18;749;35,56547731;27,65900923;1,285855072;490,3391188;344,1508678;16,8525;2,3160996;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle3 DF 30s;19;348;24,33719276;18,24240862;1,334099749;486,6724138;805,3793103;7,83;1,578723031;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle3 DF 30s;20;6101;100,6898125;78,37846618;1,284661686;615,1709556;225,8995247;137,2725;6,610234024;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle3 DF 30s;21;121;15,41447422;9,984655689;1,543816302;613,1487603;1078,578512;2,7225;0,930912813;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle3 DF 30s;22;1418;44,75911898;40,86596971;1,095266289;650,3102962;300,3744711;31,905;3,186797282;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle3 DF 30s;23;155;16,08819857;12,28545335;1,309532348;645,7096774;1584,167742;3,4875;1,05361555;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle3 DF 30s;24;365;22,44430875;21,13609024;1,06189501;651,6657534;383,7068493;8,2125;1,616824029;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle3 DF 30s;25;303;21,86969946;17,64657514;1,239316937;650,7953795;1031,953795;6,8175;1,473118342;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle3 DF 30s;26;323;24,15951465;17,03124571;1,418540667;689,3529412;351,8328173;7,2675;1,520959269;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle3 DF 30s;27;387;26,69289717;18,55648807;1,438467078;712,6821705;403,9431525;8,7075;1,66483733;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle3 DF 30s;28;495;27,93141035;23,05304365;1,211614864;728,4949495;1379,911111;11,1375;1,882863871;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle3 DF 30s;29;319;21,24396734;19,12256822;1,110936936;759,0846395;308,9749216;7,1775;1,511512226;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle3 DF 30s;30;439;25,9390244;21,63319899;1,19903785;777,0933941;858,1138952;9,8775;1,773162683;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle3 DF 30s;31;5797;102,5282305;77,87941376;1,316499772;825,6908746;1968,295843;130,4325;6,443442731;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle3 DF 30s;32;1530;51,7644304;38,09284235;1,358901757;814,0418301;1831,633333;34,425;3,310259481;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle3 DF 30s;33;5646;99,73506249;78,68990685;1,267444155;841,1896918;641,600248;127,035;6,358969759;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle3 DF 30s;34;1806;59,8776873;39,92193969;1,499869189;825,393134;952,0077519;40,635;3,596459679;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle3 DF 30s;35;231;18,16460517;16,24645295;1,118065908;829,4458874;65,26839827;5,1975;1,286240892;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle3 DF 30s;36;181;17,10781177;13,59971149;1,257954022;844,4972376;1182,364641;4,0725;1,138559182;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle3 DF 30s;37;188;17,87228859;13,40287215;1,333467065;881,0053191;1586,292553;4,23;1,160366674;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle3 DF 30s;38;158;15,93260373;12,71518511;1,253037497;885,8227848;904,4113924;3,555;1,063762965;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle3 DF 30s;39;341;22,94710539;19,08745617;1,202208675;890,0322581;1154,706745;7,6725;1,56276441;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle3 DF 30s;40;451;24,35081954;23,61324133;1,031235788;923,827051;1440,521064;10,1475;1,797233866;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle3 DF 30s;41;639;35,82675663;22,88293725;1,565653755;948,1533646;1205,638498;14,3775;2,139275669;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle3 DF 30s;42;1169;43,11195974;34,95641112;1,233306234;999,5928144;1798,52438;26,3025;2,89350061;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle3 DF 30s;43;4274;87,4656943;62,54764469;1,398385099;1036,019888;135,0093589;96,165;5,532654897;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle3 DF 30s;44;172;15,93837711;13,74271195;1,159769423;1025,337209;452,6918605;3,87;1,109891553;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle3 DF 30s;45;121;12,86423082;11,95541837;1,076016783;1041,545455;1446,677686;2,7225;0,930912813;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle3 DF 30s;46;2348;65,32727737;46,7645083;1,396941393;1067,929727;989,8032368;52,83;4,100769597;4;8;Otsu;3;255;0;05.04.2023
T61;Sample1;Stelle3 DF 30s;47;540;28,22889313;24,41823491;1,15605789;1058,242593;760,5666667;12,15;1,966587175;4;8;Otsu;3;255;0;05.04.2023
